x1,x2,y
-1.1752341527324013,1.0558502501643936,0
0.7425615946218163,-0.11229220442018048,1
-0.43302468260245375,-0.08616050813411044,0
-0.6835140482105141,0.1595970512753193,0
0.4973972092164039,0.03264806654763211,0
-1.1283677419006237,0.28757810084364194,0
-0.19002641402860843,-2.7523531021599315,1
-0.8316879152348419,1.3780861695073294,0
0.9313196198001662,-1.3195897130930638,0
1.4306139375664035,0.17441974028849921,0
-1.2224119891323435,-0.8724083746031661,0
-1.0401458543858602,-1.477828197675168,1
0.6492206000068941,-0.23678898588137762,0
-1.0862374984764709,0.3389592141722809,1
-1.311154256744289,-0.7009237547602273,0
0.5483992090806803,1.4967117521952364,0
-0.10140685414139003,1.3818660243716105,0
0.2835532413724038,0.9056100396819351,1
-1.7484415122099568,1.0685736705402855,1
-1.6505623336472033,0.7898039044248144,1
-0.3332339175020012,-1.0935169142919727,1
-0.9653196845373262,2.073253333473357,1
0.7031144861954848,1.6269855334132741,0
0.3214059663898014,0.5316783382420773,0
-0.7347516049082179,-0.24247217001577873,1
1.5174227657364152,-1.0437168995736337,1
-0.6772877557963091,0.564960176086059,1
-0.7838493584283522,-0.9467881260967538,0
0.8977906618143096,-1.1631395059988017,0
-0.9089726585992566,0.0663131617819989,1
0.34687364963756845,1.0620895516718307,1
0.4091189964162195,-0.16307833863592033,0
-1.3018495723787247,1.7919742463938433,1
1.1372635233258581,-0.9046111901365522,0
0.9998939100967528,-0.3255738016957091,1
0.44869061996954124,0.9131934632789855,1
0.6058786557156364,0.577071139104667,1
0.10700316301349058,-0.3454813384060179,0
-0.12811313340871816,0.4765109146301275,0
1.0697150085059912,0.46063846751363297,1
0.6991208491140238,-0.3916706749902445,1
-2.7856290512535455,-1.5345228437750613,1
-0.6333314586324402,0.6926888576814778,1
0.8721141150652584,-1.5002005353580306,1
-0.19928635128727146,-1.5837692609217713,0
-0.8740301773300136,0.6425775734523995,1
1.016021001855684,0.3474050742155263,1
-0.20075094038492744,0.4681443172277483,0
0.3728795095385408,-1.3466005370324463,0
-0.6537080328820482,-1.1677727653147272,0
-0.26162767346480353,0.2218205702467791,0
